DIM_COUNTRY_CODE,DIM_YEAR_CODE,DIM_GHECAUSE_TITLE,DIM_SEX_CODE,VAL_DTHS_RATE100K_NUMERIC
QAT,2021,"Fire, Heat And Hot Substances",MLE,1.08
QAT,2021,Collective Violence And Legal Intervention,MLE,0.05
QAT,2021,Hiv/Aids,MLE,0.45
QAT,2021,Acute Hepatitis B,MLE,0.15
QAT,2021,Protein-Energy Malnutrition,MLE,0.03
QAT,2021,Stomach Cancer,MLE,1.17
QAT,2021,Chronic Obstructive Pulmonary Disease,MLE,1.94
QAT,2021,Gastritis And Duodenitis,MLE,0.27
QAT,2021,Inflammatory Bowel Disease,MLE,0.12
QAT,2021,Kidney Diseases,MLE,6.78
QAT,2021,Poisonings,MLE,0.5
QAT,2021,Exposure To Mechanical Forces,MLE,3.67
QAT,2021,Self-Harm,MLE,6.24
QAT,2021,Meningitis,MLE,0.2
QAT,2021,Acute Hepatitis E,MLE,0.01
QAT,2021,Mouth And Oropharynx Cancers,MLE,0.55
QAT,2021,Kidney Cancer,MLE,0.36
QAT,2021,Diabetes Mellitus,MLE,13.56
QAT,2021,Multiple Sclerosis,MLE,0.01
QAT,2021,Stroke,MLE,9.53
QAT,2021,Cirrhosis Of The Liver,MLE,5.51
QAT,2021,Birth Asphyxia And Birth Trauma,MLE,0.33
QAT,2021,Melanoma And Other Skin Cancers,MLE,0.02
QAT,2021,Brain And Nervous System Cancers,MLE,0.93
QAT,2021,Thyroid Cancer,MLE,0.13
QAT,2021,Sickle Cell Disorders And Trait,MLE,0.05
QAT,2021,Drug Use Disorders,MLE,0.33
QAT,2021,Parkinson Disease,MLE,0.81
QAT,2021,Hypertensive Heart Disease,MLE,2.0
QAT,2021,Paralytic Ileus And Intestinal Obstruction,MLE,0.27
QAT,2021,Drowning,MLE,1.83
QAT,2021,Upper Respiratory Infections,MLE,0.01
QAT,2021,Colon And Rectum Cancers,MLE,1.83
QAT,2021,Pancreas Cancer,MLE,0.58
QAT,2021,Prostate Cancer,MLE,0.58
QAT,2021,"Lymphomas, Multiple Myeloma",MLE,1.97
QAT,2021,Asthma,MLE,0.47
QAT,2021,Pancreatitis,MLE,0.49
QAT,2021,Falls,MLE,5.61
ROU,2021,Tuberculosis,MLE,9.3
ROU,2021,Bladder Cancer,MLE,14.77
ROU,2021,Larynx Cancer,MLE,10.67
ROU,2021,Thalassaemias,MLE,0.01
ROU,2021,Bipolar Disorder,MLE,0.01
ROU,2021,Rheumatic Heart Disease,MLE,2.34
ROU,2021,Back And Neck Pain,MLE,0.01
ROU,2021,Oral Conditions,MLE,0.02
ROU,2021,Sudden Infant Death Syndrome,MLE,0.02
ROU,2021,Poisonings,MLE,2.6
ROU,2021,Syphilis,MLE,0.01
ROU,2021,Cysticercosis,MLE,0.18
ROU,2021,Rabies,MLE,0.53
ROU,2021,Otitis Media,MLE,0.01
ROU,2021,Preterm Birth Complications,MLE,1.68
ROU,2021,Leukaemia,MLE,7.99
ROU,2021,Alcohol Use Disorders,MLE,3.76
ROU,2021,Alzheimer Disease And Other Dementias,MLE,10.48
ROU,2021,Peptic Ulcer Disease,MLE,3.93
ROU,2021,Congenital Anomalies,MLE,1.94
ROU,2021,"Fire, Heat And Hot Substances",MLE,3.21
ROU,2021,Meningitis,MLE,0.5
ROU,2021,Echinococcosis,MLE,2.92
ROU,2021,Testicular Cancer,MLE,0.6
ROU,2021,Kidney Cancer,MLE,7.23
ROU,2021,Diabetes Mellitus,MLE,12.37
ROU,2021,Drug Use Disorders,MLE,0.24
ROU,2021,Parkinson Disease,MLE,4.24
ROU,2021,Hiv/Aids,MLE,1.38
ROU,2021,Acute Hepatitis B,MLE,0.22
ROU,2021,Protein-Energy Malnutrition,MLE,0.63
ROU,2021,Multiple Sclerosis,MLE,0.3
ROU,2021,Gastritis And Duodenitis,MLE,0.94
ROU,2021,Inflammatory Bowel Disease,MLE,0.29
ROU,2021,Exposure To Mechanical Forces,MLE,2.26
ROU,2021,Self-Harm,MLE,16.36
ROU,2021,Acute Hepatitis C,MLE,0.49
ROU,2021,Upper Respiratory Infections,MLE,0.02
ROU,2021,Asthma,MLE,0.86
ROU,2021,Pancreatitis,MLE,7.77
ROU,2021,Benign Prostatic Hyperplasia,MLE,1.53
ROU,2021,Falls,MLE,14.01
ROU,2021,Measles,MLE,0.03
ROU,2021,Birth Asphyxia And Birth Trauma,MLE,0.21
ROU,2021,Iron-Deficiency Anaemia,MLE,0.27
ROU,2021,Pancreas Cancer,MLE,17.42
ROU,2021,Melanoma And Other Skin Cancers,MLE,5.85
ROU,2021,Brain And Nervous System Cancers,MLE,9.92
ROU,2021,Thyroid Cancer,MLE,0.58
ROU,2021,"Lymphomas, Multiple Myeloma",MLE,8.08
ROU,2021,Schizophrenia,MLE,0.52
ROU,2021,Paralytic Ileus And Intestinal Obstruction,MLE,3.36
ROU,2021,Drowning,MLE,5.26
ROU,2021,Tetanus,MLE,0.01
ROU,2021,Acute Hepatitis A,MLE,0.3
ROU,2021,Neonatal Sepsis And Infections,MLE,0.05
ROU,2021,Breast Cancer,MLE,0.73
ROU,2021,Mesothelioma,MLE,0.39
ROU,2021,Epilepsy,MLE,2.33
ROU,2021,Appendicitis,MLE,0.11
ROU,2021,Gallbladder And Biliary Diseases,MLE,1.15
ROU,2021,Skin Diseases,MLE,0.41
ROU,2021,Diarrhoeal Diseases,MLE,1.2
ROU,2021,Encephalitis,MLE,0.04
ROU,2021,Oesophagus Cancer,MLE,6.74
ROU,2021,Gallbladder And Biliary Tract Cancer,MLE,2.84
ROU,2021,Road Injury,MLE,14.61
ROU,2021,Interpersonal Violence,MLE,1.57
RUS,2021,Diarrhoeal Diseases,MLE,0.24
RUS,2021,Asthma,MLE,0.66
RUS,2021,Pancreatitis,MLE,10.99
RUS,2021,Falls,MLE,10.68
RUS,2021,Encephalitis,MLE,0.91
RUS,2021,Oesophagus Cancer,MLE,9.12
RUS,2021,Gallbladder And Biliary Tract Cancer,MLE,0.53
RUS,2021,Mesothelioma,MLE,0.93
RUS,2021,Rheumatoid Arthritis,MLE,0.32
RUS,2021,Road Injury,MLE,16.43
RUS,2021,Interpersonal Violence,MLE,10.81
RUS,2021,Neonatal Sepsis And Infections,MLE,0.11
RUS,2021,Breast Cancer,MLE,0.31
RUS,2021,Epilepsy,MLE,0.57
RUS,2021,Appendicitis,MLE,0.28
RUS,2021,Gallbladder And Biliary Diseases,MLE,2.07
RUS,2021,Skin Diseases,MLE,2.12
RUS,2021,Congenital Anomalies,MLE,2.56
RUS,2021,Natural Disasters,MLE,0.01
RUS,2021,Syphilis,MLE,0.02
RUS,2021,Rabies,MLE,0.01
RUS,2021,Preterm Birth Complications,MLE,1.07
RUS,2021,Leukaemia,MLE,6.02
RUS,2021,Alzheimer Disease And Other Dementias,MLE,17.54
RUS,2021,Rheumatic Heart Disease,MLE,0.97
RUS,2021,Peptic Ulcer Disease,MLE,8.52
RUS,2021,Urolithiasis,MLE,1.03
RUS,2021,"Fire, Heat And Hot Substances",MLE,3.97
RUS,2021,Tuberculosis,MLE,11.9
RUS,2021,Liver Cancer,MLE,9.71
RUS,2021,Bladder Cancer,MLE,6.99
RUS,2021,Larynx Cancer,MLE,5.52
RUS,2021,Gastritis And Duodenitis,MLE,0.37
RUS,2021,Kidney Diseases,MLE,7.81
RUS,2021,Sudden Infant Death Syndrome,MLE,0.18
RUS,2021,Poisonings,MLE,4.3
RUS,2021,Collective Violence And Legal Intervention,MLE,0.08
RUS,2021,Acute Hepatitis B,MLE,0.01
RUS,2021,Protein-Energy Malnutrition,MLE,0.2
RUS,2021,Mouth And Oropharynx Cancers,MLE,12.69
RUS,2021,Diabetes Mellitus,MLE,15.95
RUS,2021,Multiple Sclerosis,MLE,0.33
RUS,2021,Inflammatory Bowel Disease,MLE,0.88
RUS,2021,Exposure To Mechanical Forces,MLE,2.85
RUS,2021,Meningitis,MLE,0.93
RUS,2021,Echinococcosis,MLE,0.07
RUS,2021,Birth Asphyxia And Birth Trauma,MLE,0.44
RUS,2021,Melanoma And Other Skin Cancers,MLE,3.94
RUS,2021,Testicular Cancer,MLE,0.48
RUS,2021,Kidney Cancer,MLE,8.45
RUS,2021,Brain And Nervous System Cancers,MLE,6.31
RUS,2021,Drug Use Disorders,MLE,6.37
RUS,2021,Parkinson Disease,MLE,5.62
RUS,2021,Upper Respiratory Infections,MLE,0.1
RUS,2021,Pancreas Cancer,MLE,14.9
RUS,2021,Thyroid Cancer,MLE,0.54
RUS,2021,"Lymphomas, Multiple Myeloma",MLE,6.96
RUS,2021,Hypertensive Heart Disease,MLE,8.11
RUS,2021,Paralytic Ileus And Intestinal Obstruction,MLE,1.91
RUS,2021,Drowning,MLE,5.32
RWA,2021,Syphilis,MLE,2.19
RWA,2021,Gonorrhoea,MLE,0.01
RWA,2021,Diphtheria,MLE,0.03
RWA,2021,Tetanus,MLE,0.47
RWA,2021,Cysticercosis,MLE,0.04
RWA,2021,Rabies,MLE,0.56
RWA,2021,Otitis Media,MLE,0.08
RWA,2021,"Trachea, Bronchus, Lung Cancers",MLE,2.31
RWA,2021,Leukaemia,MLE,1.34
RWA,2021,Alcohol Use Disorders,MLE,2.08
RWA,2021,Alzheimer Disease And Other Dementias,MLE,4.29
RWA,2021,Peptic Ulcer Disease,MLE,5.46
RWA,2021,Gallbladder And Biliary Diseases,MLE,1.37
RWA,2021,Congenital Anomalies,MLE,17.78
RWA,2021,Tuberculosis,MLE,12.59
RWA,2021,Liver Cancer,MLE,4.19
RWA,2021,Bladder Cancer,MLE,0.24
RWA,2021,Larynx Cancer,MLE,0.73
RWA,2021,Thalassaemias,MLE,0.23
RWA,2021,Rheumatic Heart Disease,MLE,1.03
RWA,2021,Urolithiasis,MLE,0.15
RWA,2021,Sudden Infant Death Syndrome,MLE,0.5
RWA,2021,"Fire, Heat And Hot Substances",MLE,5.17
RWA,2021,Acute Hepatitis B,MLE,1.26
RWA,2021,Protein-Energy Malnutrition,MLE,7.93
RWA,2021,Stomach Cancer,MLE,4.11
RWA,2021,Chronic Obstructive Pulmonary Disease,MLE,15.39
RWA,2021,Gastritis And Duodenitis,MLE,1.62
RWA,2021,Inflammatory Bowel Disease,MLE,0.31
RWA,2021,Poisonings,MLE,1.5
RWA,2021,Exposure To Mechanical Forces,MLE,3.32
RWA,2021,Self-Harm,MLE,12.8
RWA,2021,Collective Violence And Legal Intervention,MLE,0.16
RWA,2021,Meningitis,MLE,9.48
RWA,2021,Yellow Fever,MLE,0.33
RWA,2021,Mouth And Oropharynx Cancers,MLE,1.38
RWA,2021,Testicular Cancer,MLE,0.11
RWA,2021,Kidney Cancer,MLE,0.37
RWA,2021,Multiple Sclerosis,MLE,0.01
RWA,2021,Measles,MLE,0.76
RWA,2021,Acute Hepatitis E,MLE,0.07
RWA,2021,Birth Asphyxia And Birth Trauma,MLE,16.02
RWA,2021,Melanoma And Other Skin Cancers,MLE,0.49
RWA,2021,Brain And Nervous System Cancers,MLE,0.96
RWA,2021,Thyroid Cancer,MLE,0.07
RWA,2021,Sickle Cell Disorders And Trait,MLE,0.12
RWA,2021,Drug Use Disorders,MLE,1.67
RWA,2021,Parkinson Disease,MLE,1.38
RWA,2021,Hypertensive Heart Disease,MLE,4.89
RWA,2021,Drowning,MLE,8.19
RWA,2021,Whooping Cough,MLE,0.95
RWA,2021,Upper Respiratory Infections,MLE,1.71
RWA,2021,Pancreas Cancer,MLE,0.59
RWA,2021,Prostate Cancer,MLE,10.1
RWA,2021,"Lymphomas, Multiple Myeloma",MLE,2.42
RWA,2021,Asthma,MLE,5.01
RWA,2021,Paralytic Ileus And Intestinal Obstruction,MLE,8.65
RWA,2021,Pancreatitis,MLE,1.39
RWA,2021,Falls,MLE,8.7
RWA,2021,Acute Hepatitis C,MLE,0.13
RWA,2021,Oesophagus Cancer,MLE,1.56
RWA,2021,Colon And Rectum Cancers,MLE,2.33
RWA,2021,Rheumatoid Arthritis,MLE,0.01
RWA,2021,Road Injury,MLE,16.5
RWA,2021,Interpersonal Violence,MLE,6.68
RWA,2021,Encephalitis,MLE,0.74
RWA,2021,Acute Hepatitis A,MLE,0.46
RWA,2021,Schistosomiasis,MLE,1.1
RWA,2021,Ascariasis,MLE,0.3
RWA,2021,Neonatal Sepsis And Infections,MLE,2.86
RWA,2021,Breast Cancer,MLE,0.62
RWA,2021,Gallbladder And Biliary Tract Cancer,MLE,0.05
RWA,2021,Mesothelioma,MLE,0.04
RWA,2021,Epilepsy,MLE,7.69
RWA,2021,"Cardiomyopathy, Myocarditis, Endocarditis",MLE,4.7
RWA,2021,Appendicitis,MLE,0.5
RWA,2021,Skin Diseases,MLE,1.45
SAU,2021,Hiv/Aids,MLE,0.37
SAU,2021,Acute Hepatitis B,MLE,0.21
SAU,2021,Protein-Energy Malnutrition,MLE,0.16
SAU,2021,Mouth And Oropharynx Cancers,MLE,1.46
SAU,2021,Stomach Cancer,MLE,1.39
SAU,2021,Diabetes Mellitus,MLE,13.14
SAU,2021,Multiple Sclerosis,MLE,0.02
SAU,2021,Inflammatory Bowel Disease,MLE,0.02
SAU,2021,Exposure To Mechanical Forces,MLE,2.73
SAU,2021,Self-Harm,MLE,1.14
SAU,2021,Measles,MLE,0.03
SAU,2021,Meningitis,MLE,0.28
SAU,2021,Birth Asphyxia And Birth Trauma,MLE,1.05
SAU,2021,Melanoma And Other Skin Cancers,MLE,0.24
SAU,2021,Testicular Cancer,MLE,0.13
SAU,2021,Kidney Cancer,MLE,0.88
SAU,2021,Brain And Nervous System Cancers,MLE,1.53
SAU,2021,Sickle Cell Disorders And Trait,MLE,0.45
SAU,2021,Drug Use Disorders,MLE,0.13
SAU,2021,Parkinson Disease,MLE,1.93
SAU,2021,Stroke,MLE,8.92
SAU,2021,Cirrhosis Of The Liver,MLE,9.66
SAU,2021,Syphilis,MLE,0.27
SAU,2021,Preterm Birth Complications,MLE,3.42
SAU,2021,"Trachea, Bronchus, Lung Cancers",MLE,2.73
SAU,2021,Leukaemia,MLE,2.53
SAU,2021,Alzheimer Disease And Other Dementias,MLE,3.42
SAU,2021,Rheumatic Heart Disease,MLE,0.14
SAU,2021,"Fire, Heat And Hot Substances",MLE,1.92
SAU,2021,Tuberculosis,MLE,1.98
SAU,2021,Dengue,MLE,0.01
SAU,2021,Lower Respiratory Infections,MLE,7.25
SAU,2021,Liver Cancer,MLE,3.06
SAU,2021,Bladder Cancer,MLE,1.11
SAU,2021,Larynx Cancer,MLE,0.34
SAU,2021,Thalassaemias,MLE,0.02
SAU,2021,Chronic Obstructive Pulmonary Disease,MLE,1.05
SAU,2021,Sudden Infant Death Syndrome,MLE,0.13
SAU,2021,Poisonings,MLE,0.35
SAU,2021,Collective Violence And Legal Intervention,MLE,0.49
SAU,2021,Encephalitis,MLE,0.35
SAU,2021,Oesophagus Cancer,MLE,0.54
SAU,2021,Gallbladder And Biliary Tract Cancer,MLE,0.17
SAU,2021,Mesothelioma,MLE,0.08
SAU,2021,Rheumatoid Arthritis,MLE,0.01
SAU,2021,Interpersonal Violence,MLE,2.26
SAU,2021,Tetanus,MLE,0.01
SAU,2021,Acute Hepatitis A,MLE,0.04
SAU,2021,Schistosomiasis,MLE,0.04
SAU,2021,Neonatal Sepsis And Infections,MLE,0.17
SAU,2021,Breast Cancer,MLE,0.08
SAU,2021,Epilepsy,MLE,0.81
SAU,2021,"Cardiomyopathy, Myocarditis, Endocarditis",MLE,1.26
SAU,2021,Peptic Ulcer Disease,MLE,0.47
SAU,2021,Appendicitis,MLE,0.03
SAU,2021,Gallbladder And Biliary Diseases,MLE,0.49
SAU,2021,Skin Diseases,MLE,1.07
SAU,2021,Congenital Anomalies,MLE,5.66
SAU,2021,Whooping Cough,MLE,0.05
SAU,2021,Pancreas Cancer,MLE,1.45
SAU,2021,Thyroid Cancer,MLE,0.38
SAU,2021,"Lymphomas, Multiple Myeloma",MLE,3.21
SAU,2021,Paralytic Ileus And Intestinal Obstruction,MLE,0.5
SAU,2021,Drowning,MLE,2.25
SAU,2021,Diarrhoeal Diseases,MLE,0.55
SAU,2021,Acute Hepatitis C,MLE,0.02
SAU,2021,Colon And Rectum Cancers,MLE,4.9
SAU,2021,Prostate Cancer,MLE,0.78
SAU,2021,Asthma,MLE,0.19
SAU,2021,Pancreatitis,MLE,0.34
SAU,2021,Falls,MLE,2.36
SDN,2021,Encephalitis,MLE,0.54
SDN,2021,Acute Hepatitis A,MLE,1.39
SDN,2021,Oesophagus Cancer,MLE,1.72
SDN,2021,Breast Cancer,MLE,0.07
SDN,2021,Gallbladder And Biliary Tract Cancer,MLE,0.2
SDN,2021,Epilepsy,MLE,1.43
SDN,2021,"Cardiomyopathy, Myocarditis, Endocarditis",MLE,1.6
SDN,2021,Appendicitis,MLE,0.23
SDN,2021,Skin Diseases,MLE,0.39
SDN,2021,Tetanus,MLE,0.24
SDN,2021,Schistosomiasis,MLE,0.15
SDN,2021,Rabies,MLE,0.16
SDN,2021,Ascariasis,MLE,0.15
SDN,2021,Neonatal Sepsis And Infections,MLE,5.47
SDN,2021,"Trachea, Bronchus, Lung Cancers",MLE,1.53
SDN,2021,Leukaemia,MLE,2.31
SDN,2021,Alcohol Use Disorders,MLE,0.11
SDN,2021,Alzheimer Disease And Other Dementias,MLE,3.59
SDN,2021,Peptic Ulcer Disease,MLE,1.45
SDN,2021,Gallbladder And Biliary Diseases,MLE,0.34
SDN,2021,Congenital Anomalies,MLE,16.54
SDN,2021,Natural Disasters,MLE,0.1
SDN,2021,Whooping Cough,MLE,2.2
SDN,2021,Upper Respiratory Infections,MLE,0.01
SDN,2021,Pancreas Cancer,MLE,0.56
SDN,2021,"Lymphomas, Multiple Myeloma",MLE,3.8
SDN,2021,Hypertensive Heart Disease,MLE,13.41
SDN,2021,Asthma,MLE,3.99
SDN,2021,Paralytic Ileus And Intestinal Obstruction,MLE,0.61
SDN,2021,Pancreatitis,MLE,0.24
SDN,2021,Falls,MLE,4.38
SDN,2021,Diarrhoeal Diseases,MLE,15.48
SDN,2021,Acute Hepatitis C,MLE,0.03
SDN,2021,Colon And Rectum Cancers,MLE,2.19
SDN,2021,Prostate Cancer,MLE,2.71
SDN,2021,Rheumatoid Arthritis,MLE,0.01
SDN,2021,Interpersonal Violence,MLE,7.84
SDN,2021,Meningitis,MLE,2.26
SDN,2021,Leishmaniasis,MLE,1.92
SDN,2021,Yellow Fever,MLE,1.29
SDN,2021,Mouth And Oropharynx Cancers,MLE,1.71
SDN,2021,Testicular Cancer,MLE,0.13
SDN,2021,Kidney Cancer,MLE,0.91
SDN,2021,Diabetes Mellitus,MLE,5.28
SDN,2021,Multiple Sclerosis,MLE,0.05
SDN,2021,Self-Harm,MLE,3.91
SDN,2021,Measles,MLE,17.55
SDN,2021,Acute Hepatitis E,MLE,0.12
SDN,2021,Echinococcosis,MLE,2.57
SDN,2021,Melanoma And Other Skin Cancers,MLE,0.73
SDN,2021,Brain And Nervous System Cancers,MLE,0.91
SDN,2021,Thyroid Cancer,MLE,0.2
SDN,2021,Sickle Cell Disorders And Trait,MLE,0.47
SDN,2021,Drug Use Disorders,MLE,1.44
SDN,2021,Parkinson Disease,MLE,1.15
SDN,2021,Cirrhosis Of The Liver,MLE,8.85
SDN,2021,Drowning,MLE,5.27
SDN,2021,Syphilis,MLE,3.93
SDN,2021,Diphtheria,MLE,0.04
SDN,2021,Liver Cancer,MLE,3.05
SDN,2021,Bladder Cancer,MLE,1.08
SDN,2021,Larynx Cancer,MLE,0.85
SDN,2021,Thalassaemias,MLE,0.23
SDN,2021,Rheumatic Heart Disease,MLE,1.25
SDN,2021,Urolithiasis,MLE,0.04
SDN,2021,Sudden Infant Death Syndrome,MLE,1.5
SDN,2021,"Fire, Heat And Hot Substances",MLE,3.06
SDN,2021,Tuberculosis,MLE,8.46
SDN,2021,Hiv/Aids,MLE,3.7
SDN,2021,Acute Hepatitis B,MLE,1.77
SDN,2021,Protein-Energy Malnutrition,MLE,3.05
SDN,2021,Stomach Cancer,MLE,1.22
SDN,2021,Chronic Obstructive Pulmonary Disease,MLE,8.2
SDN,2021,Gastritis And Duodenitis,MLE,0.09
SDN,2021,Inflammatory Bowel Disease,MLE,0.06
SDN,2021,Kidney Diseases,MLE,9.94
SDN,2021,Poisonings,MLE,1.44
SDN,2021,Exposure To Mechanical Forces,MLE,3.82
SDN,2021,Collective Violence And Legal Intervention,MLE,2.51
SEN,2021,Encephalitis,MLE,0.91
SEN,2021,Acute Hepatitis A,MLE,0.06
SEN,2021,Oesophagus Cancer,MLE,1.05
SEN,2021,Breast Cancer,MLE,0.13
SEN,2021,Gallbladder And Biliary Tract Cancer,MLE,0.04
SEN,2021,Mesothelioma,MLE,0.04
SEN,2021,Epilepsy,MLE,4.64
SEN,2021,"Cardiomyopathy, Myocarditis, Endocarditis",MLE,6.52
SEN,2021,Appendicitis,MLE,0.21
SEN,2021,Skin Diseases,MLE,0.12
SEN,2021,Acute Hepatitis C,MLE,0.01
SEN,2021,Colon And Rectum Cancers,MLE,2.94
SEN,2021,Prostate Cancer,MLE,7.8
SEN,2021,Asthma,MLE,4.41
SEN,2021,Interpersonal Violence,MLE,12.27
SEN,2021,Syphilis,MLE,1.69
SEN,2021,Diphtheria,MLE,0.03
SEN,2021,Rabies,MLE,0.57
SEN,2021,Liver Cancer,MLE,8.69
SEN,2021,Bladder Cancer,MLE,1.14
SEN,2021,Thalassaemias,MLE,0.12
SEN,2021,Rheumatic Heart Disease,MLE,1.08
SEN,2021,Urolithiasis,MLE,0.12
SEN,2021,Sudden Infant Death Syndrome,MLE,0.46
SEN,2021,"Fire, Heat And Hot Substances",MLE,2.74
SEN,2021,Gonorrhoea,MLE,0.01
SEN,2021,Tetanus,MLE,0.35
SEN,2021,Schistosomiasis,MLE,1.15
SEN,2021,Cysticercosis,MLE,0.01
SEN,2021,Ascariasis,MLE,0.14
SEN,2021,Neonatal Sepsis And Infections,MLE,4.42
SEN,2021,"Trachea, Bronchus, Lung Cancers",MLE,2.19
SEN,2021,Leukaemia,MLE,0.86
SEN,2021,Alcohol Use Disorders,MLE,1.34
SEN,2021,Alzheimer Disease And Other Dementias,MLE,3.33
SEN,2021,Peptic Ulcer Disease,MLE,2.56
SEN,2021,Gallbladder And Biliary Diseases,MLE,0.97
SEN,2021,Congenital Anomalies,MLE,13.06
SEN,2021,Meningitis,MLE,7.72
SEN,2021,Leishmaniasis,MLE,0.22
SEN,2021,Yellow Fever,MLE,0.31
SEN,2021,Mouth And Oropharynx Cancers,MLE,1.32
SEN,2021,Testicular Cancer,MLE,0.07
SEN,2021,Kidney Cancer,MLE,0.77
SEN,2021,Diabetes Mellitus,MLE,15.36
SEN,2021,Self-Harm,MLE,10.43
SEN,2021,Hiv/Aids,MLE,8.42
SEN,2021,Acute Hepatitis B,MLE,0.17
SEN,2021,Protein-Energy Malnutrition,MLE,1.78
SEN,2021,Stomach Cancer,MLE,4.13
SEN,2021,Larynx Cancer,MLE,0.44
SEN,2021,Chronic Obstructive Pulmonary Disease,MLE,10.64
SEN,2021,Gastritis And Duodenitis,MLE,1.04
SEN,2021,Inflammatory Bowel Disease,MLE,0.65
SEN,2021,Poisonings,MLE,1.08
SEN,2021,Exposure To Mechanical Forces,MLE,1.98
SEN,2021,Collective Violence And Legal Intervention,MLE,0.22
SEN,2021,Whooping Cough,MLE,1.5
SEN,2021,Malaria,MLE,13.98
SEN,2021,Upper Respiratory Infections,MLE,1.33
SEN,2021,Pancreas Cancer,MLE,1.3
SEN,2021,"Lymphomas, Multiple Myeloma",MLE,2.11
SEN,2021,Hypertensive Heart Disease,MLE,9.22
SEN,2021,Paralytic Ileus And Intestinal Obstruction,MLE,4.3
SEN,2021,Pancreatitis,MLE,3.1
SEN,2021,Falls,MLE,7.84
SEN,2021,Measles,MLE,0.21
SEN,2021,Acute Hepatitis E,MLE,0.01
SEN,2021,Echinococcosis,MLE,0.01
SEN,2021,Birth Asphyxia And Birth Trauma,MLE,18.61
SEN,2021,Melanoma And Other Skin Cancers,MLE,0.73
SEN,2021,Brain And Nervous System Cancers,MLE,1.09
SEN,2021,Thyroid Cancer,MLE,0.25
SEN,2021,Sickle Cell Disorders And Trait,MLE,0.96
SEN,2021,Drug Use Disorders,MLE,0.06
SEN,2021,Parkinson Disease,MLE,1.93
SEN,2021,Cirrhosis Of The Liver,MLE,16.32
SEN,2021,Drowning,MLE,6.57
SGP,2021,Birth Asphyxia And Birth Trauma,MLE,0.06
SGP,2021,Melanoma And Other Skin Cancers,MLE,0.78
SGP,2021,Brain And Nervous System Cancers,MLE,2.32
SGP,2021,Thyroid Cancer,MLE,0.62
SGP,2021,Drug Use Disorders,MLE,1.15
SGP,2021,Parkinson Disease,MLE,1.58
SGP,2021,Hypertensive Heart Disease,MLE,15.96
SGP,2021,Drowning,MLE,0.65
SGP,2021,Pancreas Cancer,MLE,9.27
SGP,2021,Prostate Cancer,MLE,7.33
SGP,2021,"Lymphomas, Multiple Myeloma",MLE,5.92
SGP,2021,Asthma,MLE,0.49
SGP,2021,Paralytic Ileus And Intestinal Obstruction,MLE,0.73
SGP,2021,Pancreatitis,MLE,0.49
SGP,2021,Benign Prostatic Hyperplasia,MLE,0.03
SGP,2021,Falls,MLE,4.41
SGP,2021,Diarrhoeal Diseases,MLE,0.48
SGP,2021,Oesophagus Cancer,MLE,3.61
SGP,2021,Rheumatoid Arthritis,MLE,0.03
SGP,2021,Road Injury,MLE,3.82
SGP,2021,Interpersonal Violence,MLE,0.2
SGP,2021,Encephalitis,MLE,0.01
SGP,2021,Acute Hepatitis A,MLE,0.01
SGP,2021,Covid-19,MLE,15.09
SGP,2021,Neonatal Sepsis And Infections,MLE,0.03
SGP,2021,Breast Cancer,MLE,0.09
SGP,2021,Gallbladder And Biliary Tract Cancer,MLE,2.06
SGP,2021,Mesothelioma,MLE,0.61
SGP,2021,Epilepsy,MLE,0.54
SGP,2021,"Cardiomyopathy, Myocarditis, Endocarditis",MLE,4.97
SGP,2021,Appendicitis,MLE,0.03
SGP,2021,Skin Diseases,MLE,2.13
SGP,2021,Preterm Birth Complications,MLE,0.34
SGP,2021,Leukaemia,MLE,3.4
SGP,2021,Alcohol Use Disorders,MLE,0.1
SGP,2021,Alzheimer Disease And Other Dementias,MLE,0.07
SGP,2021,Peptic Ulcer Disease,MLE,0.78
SGP,2021,Gallbladder And Biliary Diseases,MLE,1.44
SGP,2021,Congenital Anomalies,MLE,1.16
SGP,2021,Tuberculosis,MLE,0.32
SGP,2021,Liver Cancer,MLE,15.73
SGP,2021,Bladder Cancer,MLE,2.12
SGP,2021,Larynx Cancer,MLE,1.15
SGP,2021,Rheumatic Heart Disease,MLE,0.24
SGP,2021,Back And Neck Pain,MLE,0.03
SGP,2021,Oral Conditions,MLE,0.03
SGP,2021,"Fire, Heat And Hot Substances",MLE,0.24
SGP,2021,Hiv/Aids,MLE,0.27
SGP,2021,Acute Hepatitis B,MLE,0.12
SGP,2021,Stomach Cancer,MLE,6.26
SGP,2021,Chronic Obstructive Pulmonary Disease,MLE,7.86
SGP,2021,Inflammatory Bowel Disease,MLE,0.36
SGP,2021,Kidney Diseases,MLE,13.95
SGP,2021,Exposure To Mechanical Forces,MLE,0.3
SGP,2021,Self-Harm,MLE,11.11
SGP,2021,Collective Violence And Legal Intervention,MLE,0.1
SGP,2021,Meningitis,MLE,0.11
SGP,2021,Acute Hepatitis E,MLE,0.01
SGP,2021,Mouth And Oropharynx Cancers,MLE,5.99
SGP,2021,Testicular Cancer,MLE,0.08
SGP,2021,Kidney Cancer,MLE,3.96
SGP,2021,Diabetes Mellitus,MLE,1.39
SGP,2021,Cirrhosis Of The Liver,MLE,4.94
SLB,2021,Diarrhoeal Diseases,MLE,10.78
SLB,2021,Encephalitis,MLE,0.04
